Team,Player Name,Age,Nationality,Primary Role,IPL 2026 Salary (Cr),Overseas Status,Status,Bowling Type (Spinner/Pacer/NA),Bowling Hand,"Batting Hand (""Right"" or  ""Left"")",Current Batting,Potential Batting,Current Bowling,Potential Bowling,Reputation,Batting Aggression (1-99),Can they keep wickets?,Are they a part time wicketkeeper?,Core Batter,Finisher?,Captaincy,Opener?,Only Opener,hasBattedAt3,hasBattedAt4,hasBattedAt5,hasBattedAt6,hasBattedAt7,IPL Captain Desire,2026 Team (Salary),2025 Team (Salary),2024 Team (Salary),2023 Team (Salary),2022 Team (Salary),2021 Team (Salary),2020 Team (Salary),2019 Team (Salary),2018 Team (Salary),2017 Team (Salary),2016 Team (Salary),2015 Team (Salary),2014 Team (Salary),2013 Team (Salary),2012 Team (Salary),2011 Team (Salary),2010 Team (Salary),2009 Team (Salary),2008 Team (Salary),T20 Games,T20 Batting Innings,T20 batting average,T20 runs,T20 strike rate,T20 bowling innings,T20 bowling average,T20 wickets,T20 WK Catches,T20 WK Stumpings,IPL games,IPL runs,IPL average,IPL strike rate,IPL bowling innings,IPL bowling average,IPL wickets
,Dian Forrester,25.00,South Africa,All-Rounder,0.3,Overseas,Uncapped,Pacer,Right Handed Bowler,LHB,73,81,74,82,4,85,No,No,no,No,45,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,CSK (75.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,16,15,180,138.46,12,32,11,--,--,0,0,0,0,0,0,0
,Dipjyoti Saikia,23.00,India,Bowler (Pacer),,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,70,80,3,32,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,8,14,84,125.37,0,0,0,--,--,0,0,0,0,0,0,0
,Farhan Ahmed,18.00,England,Bowler (Spinner),,Overseas,Uncapped,Spinner,Right Handed Bowler,RHB,0,0,72,85,,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,10,7.5,45,95.75,28,27.5,30,--,--,0,0,0,0,0,0,0
,Fazalhaq Farooqi,25.00,Afghanistan,Bowler (Pace),2,Overseas,Capped,Pacer,Left Handed Bowler,RHB,0,0,81,84,8,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RR   (2.00 Cr),--,SRH (50.00 L),SRH (50.00 L),SRH (50.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,105,22,5.5,66,84.62,104,20.5,122,--,--,0,0,0,0,0,0,0
,Gerald Coetzee,25.00,South Africa,Bowler (Pace),,Overseas,Capped,Pacer,Right Handed Bowler,RHB,63,66,79,82,8,65,No,No,No,No,50,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (2.00 Cr),GT (2.40 Cr),MI (5.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63,28,12,198,128.57,61,24.5,75,--,--,14,31,5.17,93.94,14,31.47,15
,Gus Atkinson,28.00,England,Bowler (Pace),,Overseas,Capped,Pacer,Right Handed Bowler,RHB,55,58,78,80,7,35,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,KKR (1.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63,18,5,61,102.34,62,24.5,76,--,--,0,0,0,0,0,0,0
,Hamza Shaikh,20.00,England,Batter,,Overseas,Uncapped,NA,NA,RHB,67,83,55,0,,75,No,No,Yes,No,40,No,no,TRUE,TRUE,TRUE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,3,10,20,108.11,6,32,5,--,--,0,0,0,0,0,0,0
,Harry Brook,27.00,England,Batter,,Overseas,Capped,Pacer,Right Handed Bowler,RHB,80,88,0,0,8,82,No,No,yes,yes,75,No,No,TRUE,TRUE,TRUE,TRUE,FALSE,,--,DC (6.25 Cr),DC (4.00 Cr),SRH (13.25 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,95,86,30.5,1958,145.63,8,45,4,--,--,11,190,21.11,123.38,0,0,0
,Harry Dixon,21.00,Australia,Batter,,Overseas,Uncapped,NA,NA,LHB,67,85,0,0,,83,No,No,Yes,No,40,yes,yes,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,10,14,112,126.97,12,35,10,--,--,0,0,0,0,0,0,0
,Hemchudeshan J,18.00,India,All-rounder,,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,65,75,65,79,3,35,No,No,no,No,38,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,2,9,18,112.5,4,38,3,--,--,0,0,0,0,0,0,0
,Hugh Weibgen,21.00,Australia,Batter,,Overseas,Uncapped,NA,NA,RHB,69,83,0,0,,75,No,No,Yes,No,65,No,no,TRUE,TRUE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,38,22,748,137.5,0,0,0,--,--,0,0,0,0,0,0,0
,Isai Thorne,21.00,West Indies,Bowler (Pacer),,Overseas,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,68,81,,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,8,14,98,140,8,35,7,--,--,0,0,0,0,0,0,0
,Jamie Smith,25.00,England,Wicketkeeper-Batter,,Overseas,Capped,NA,NA,RHB,77,84,0,0,7,82,Yes,No,Yes,No,55,yes,no,TRUE,TRUE,TRUE,TRUE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,52,48,27,1056,148.52,0,0,0,0,0,0,0,0,0,0,0,0
,Jewel Andrew,19.00,West Indies,Wicketkeeper-Batter,,Overseas,Capped,NA,N/A,RHB,68,86,0,0,,80,Yes,No,Yes,Yes,35,No,no,FALSE,TRUE,TRUE,TRUE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,18,18,270,145.16,14,32,14,--,--,0,0,0,0,0,0,0
,Jhye Richardson,29.00,Australia,Bowler (Pace),,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,77,80,7,40,No,No,No,No,50,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,DC (5.00 Cr),MI (1.50 Cr),--,PBKS (14.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,97,32,13,349,122.46,96,22.89,124,--,--,4,17,5.67,65.38,4,52.33,3
,Johann Layne,22.00,West Indies,Bowler (Pace),,Overseas,Uncapped,Pacer,Right Handed Bowler,RHB,61,66,73,81,,25,No,No,no,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,14,17,204,148.91,8,34,7,--,--,0,0,0,0,0,0,0
,John Turner,25.00,England,Bowler (Pacer),,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,72,82,,40,No,No,No,No,35,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,10,9.5,76,118.75,17,28,18,--,--,0,0,0,0,0,0,0
,Jordan Johnson,21.00,West Indies,Batter,,Overseas,Uncapped,NA,NA,LHB,67,78,0,0,,75,No,No,Yes,No,45,No,no,FALSE,TRUE,TRUE,TRUE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,18,15,240,143.71,18,30,19,--,--,0,0,0,0,0,0,0
,Josh Clarkson,29.00,New Zealand,All-Rounder,,Overseas,Capped,Pacer,Right Handed Bowler,RHB,73,77,72,74,,85,No,No,no,Yes,45,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,22,18,324,139.66,18,32,18,--,--,0,0,0,0,0,0,0
,Karim Janat,27.00,Afghanistan,All-Rounder,0.75,Overseas,Capped,Pacer,Right Handed Bowler,RHB,75,78,74,77,7,85,No,No,no,No,45,No,no,FALSE,FALSE,FALSE,TRUE,TRUE,,--,GT (75.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,75,65,16.87,759,136.45,60,27.5,42,--,--,1,0,0,0,1,0,0
,Karn Sharma,38.00,India,Bowler (Spinner),,Indian,Capped,Spinner,Right Handed Bowler,LHB,0,0,75,75,6,40,No,No,No,No,55,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,MI (50.00 L),RCB (50.00 L),RCB (50.00 L),RCB (50.00 L),CSK (5.00 Cr),CSK (5.00 Cr),CSK (5.00 Cr),CSK (5.00 Cr),MI (3.20 Cr),SRH (3.75 Cr),SRH (3.75 Cr),SRH (3.75 Cr),SRH (8.00 L),--,--,--,RCB (8.00 L),--,191,80,14,684,118.55,188,29.5,168,--,--,90,351,12,118,88,29.8,83
,Kevin Wickham,23.00,West Indies,Batter,,Overseas,Uncapped,NA,NA,RHB,67,80,0,0,,80,No,No,Yes,yes,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,12,16,160,145.45,0,0,0,0,0,0,0,0,0,0,0,0
,Krish Bhagat,21.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,65,76,3,25,No,No,No,No,38,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,MI  (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,4,12.5,38,126.67,0,0,0,--,--,0,0,0,0,0,0,0
,KS Bharat,32.00,India,Wicketkeeper-Batter,,Indian,Capped,NA,NA,RHB,75,75,0,0,6,70,Yes,No,Yes,No,60,No,no,TRUE,TRUE,TRUE,FALSE,FALSE,,--,--,KKR (50.00 L),GT (1.20 Cr),DC (2.00 Cr),RCB (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,91,80,28.5,1812,131.59,0,0,0,0,0,28,542,27.1,128.85,--,--,--
,Kuldip Yadav,29.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Left Handed Bowler,LHB,0,0,70,74,3,25,No,No,No,No,60,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,CSK (30.00 L),--,--,--,--,RR (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,48,14,8,72,105.88,48,28,54,--,--,0,0,0,0,0,0,0
,Kulwant Khejroliya,34.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Left Handed Bowler,LHB,0,0,74,74,4,25,No,No,No,No,48,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,GT (30.00 L),GT (30.00 L),--,KKR (20.00 L),--,--,--,RCB (85.00 L),RCB (85.00 L),MI (10.00 L),--,--,--,--,--,--,--,--,--,34,6,5.5,22,95.65,33,32,29,--,--,8,4,4,100,8,34,7
,Kumar Kartikeya,28.00,India,Bowler (Spinner),0.3,Indian,Uncapped,Spinner,Left Handed Bowler,RHB,0,0,76,76,4,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,RR (30.00 L),MI (20.00 L),MI (20.00 L),MI (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,54,10,4,34,89.47,53,28.5,56,--,--,18,10,5,90,18,29.5,19
,Kusal Mendis,31.00,Sri Lanka,Wicketkeeper-Batter,0.75,Overseas,Capped,NA,NA,RHB,79,81,0,0,7,85,Yes,No,Yes,No,78,Yes,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,,--,GT (75.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,168,158,29.32,4152,134.5,0,0,0,0,0,1,20,20,200,0,0,0
,Lakshya Raichandani,17.00,India,Batter,,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,65,80,55,65,3,64,No,No,Yes,No,45,Yes,no,TRUE,TRUE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,7,16,96,138.24,0,0,0,--,--,0,0,0,0,0,0,0
,Macneil Noronha,24.00,India,All-Rounder,0.3,Indian,Uncapped,Spinner,Right Handed Bower,RHB,71,80,68,74,4,75,No,No,no,No,45,No,no,TRUE,TRUE,TRUE,FALSE,FALSE,,CSK (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,5,10,40,117.65,0,0,0,--,--,0,0,0,0,0,0,0
,Maheesh Theekshana,25.00,Sri Lanka,Bowler (Spinner),4.4,Overseas,Capped,Spinner,Right Handed Bowler,RHB,0,0,79,83,8,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,,RR (4.40 Cr),CSK (70.00 L),CSK (70.00 L),CSK (70.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,112,42,5.5,115,88.46,110,26.8,120,--,--,38,17,5.67,50,38,33.53,36
,Mahipal Lomror,26.00,India,Batter,1.7,Indian,Uncapped,Spinner,Left Handed Bowler,LHB,76,81,55,55,6,78,No,No,Yes,No,55,No,no,TRUE,TRUE,TRUE,TRUE,TRUE,,MI (50.00 L),GT (1.70 Cr),RCB (95.00 L),RCB (95.00 L),RCB (95.00 L),RR (20.00 L),RR (20.00 L),RR (20.00 L),RR (20.00 L),--,--,--,--,--,--,--,--,--,--,117,100,28,2407,139.48,20,38,11,--,--,40,527,19.52,133.67,8,42,4
,Mahli Beardman,20.00,Australia,Bowler (Pacer),,Overseas,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,67,83,,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,14,16,192,145.45,12,32,12,--,--,0,0,0,0,0,0,0
,Matthew Boast,23.00,South Africa,All-Rounder,,Overseas,Uncapped,Pacer,Right Handed Bowler,RHB,67,74,68,78,,80,No,No,no,yes,40,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,12,9,81,112.5,31,27.5,32,--,--,0,0,0,0,0,0,0
,Matthew Forde,24.00,West Indies,All-Rounder,,Overseas,Capped,Pacer,Right Handed Bowler,RHB,71,78,75,82,,75,No,No,no,Yes,45,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38,28,18,432,145.95,24,30,24,--,--,0,0,0,0,0,0,0
,Matthew Nandu,23.00,West Indies,All-Rounder,,Overseas,Uncapped,Spinner,Right Handed Bowler,LHB,68,78,69,78,,65,No,No,yes,No,45,yes,yes,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,18,19,304,146.88,8,35,7,--,--,0,0,0,0,0,0,0
,McKenny Clarke,23.00,West Indies,Bowler (Pace),,Overseas,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,65,76,,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,16,14,196,142.03,16,30,16,--,--,0,0,0,0,0,0,0
,Michael Bracewell,35.00,New Zealand,All-Rounder,,Overseas,Capped,Spinner,Right Handed Bowler,LHB,74,74,76,76,7,85,No,No,no,Yes,60,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,110,94,28.5,2392,138.07,75,30,66,--,--,5,58,29,123.4,5,11,6
,Mujeeb Ur Rahman,25.00,Afghanistan,Bowler (Spinner),,Overseas,Capped,Spinner,Right Handed Bowler,RHB,0,0,78,83,8,40,No,No,No,No,55,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,MI (2.00 Cr),KKR (2.00 Cr),--,--,SRH (1.50 Cr),KXIP (4.00 Cr),KXIP (4.00 Cr),KXIP (4.00 Cr),--,--,--,--,--,--,--,--,--,--,128,38,6.5,148,98.67,125,18.1,185,--,--,20,12,4,80,20,31,20
,Nathan Edward,21.00,West Indies,Bowler (Pace),,Overseas,Uncapped,Pacer,Left Handed Bowler,LHB,52,70,70,78,,40,No,No,no,yes,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,14,18,216,145.95,6,35,5,--,--,0,0,0,0,0,0,0
,Nitya J Pandya,20.00,India,Batter,,Indian,Uncapped,Pacer,Right Handed Bowler,LHB,68,78,50,60,3,68,No,No,Yes,No,65,Yes,no,TRUE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,3,11,33,137.5,2,40,2,--,--,0,0,0,0,0,0,0
,Nqaba Peter,24.00,South Africa,Bowler (Spinner),,Overseas,Capped,Spinner,Right Handed Bowler,RHB,0,0,74,80,,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,12,8,72,110.77,27,29,26,--,--,0,0,0,0,0,0,0
,Oliver Davies,25.00,Australia,Batter,,Overseas,Uncapped,Spinner,Right Handed Bowler,RHB,72,81,0,0,,85,No,No,Yes,No,40,No,no,FALSE,TRUE,TRUE,TRUE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,52,48,27,1188,162.84,2,35,2,--,--,0,0,0,0,0,0,0
,Ollie Peake,19.00,Australia,Batter,,Overseas,Uncapped,NA,NA,LHB,70,87,0,0,,65,No,No,Yes,No,40,No,no,FALSE,TRUE,TRUE,TRUE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,10,14,112,131.76,8,33,8,--,--,0,0,0,0,0,0,0
,P Vidyuth,25.00,India,All-Rounder,,Indian,Uncapped,Spinner,Left Handed Bowler,LHB,66,76,68,78,3,84,No,No,no,Yes,55,No,no,TRUE,TRUE,TRUE,TRUE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,4,10,30,120,2,38,2,--,--,0,0,0,0,0,0,0
,R Jashwanth Shreeram,21.00,India,Batter,,Indian,Uncapped,NA,NA,RHB,69,80,0,0,3,58,No,No,Yes,No,48,Yes,no,FALSE,TRUE,TRUE,TRUE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,2,8,16,100,4,35,3,--,--,0,0,0,0,0,0,0
,Rahmanullah Gurbaz,24.00,Afghanistan,Wicketkeeper-Batter,,Overseas,Capped,NA,NA,RHB,77,87,0,0,8,88,Yes,No,Yes,No,65,Yes,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,,--,KKR (2.00 Cr),KKR (50.00 L),KKR (50.00 L),GT (50.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,158,152,28.5,3856,148.34,0,0,0,0,0,19,363,21.35,134.94,0,0,0
,Raj Limbani,21.00,India,Bowler (Pacer),,Indian,Uncapped,Pacer,Right Handed Bowler,LHB,0,0,68,80,,40,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,5,9,36,112.5,9,31,9,--,--,0,0,0,0,0,0,0
,Richard Gleeson,38.00,England,Bowler (Pace),1.6,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,76,76,6,65,No,No,No,No,50,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RCB (1.60 Cr),MI (50.00 L),CSK (50.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68,16,7.5,78,108.33,67,26,76,--,--,3,2,0,100,3,34,2
,Riley Meredith,29.00,Australia,Bowler (Pace),,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,76,78,6,30,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,MI (1.50 Cr),MI (1.00 Cr),PBKS (8.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,68,12,5.5,44,95.65,67,25.5,88,--,--,18,0,0,0,18,32.21,19
,Romashan Pillay,19.00,South Africa,All-Rounder,,Overseas,Uncapped,Pacer,Right Handed Bowler,RHB,64,78,66,78,,65,No,No,yes,No,40,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,10,12,108,131.71,8,32,8,--,--,0,0,0,0,0,0,0
,RS Ambrish,19.00,India,All-Rounder,,Indian,Uncapped,Pacer,Right Handed Bowler,LHB,65,76,72,86,5,75,No,No,no,Yes,45,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,SRH (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,5,13,52,138.67,0,0,0,--,--,0,0,0,0,0,0,0
,Ruchit Ahir,25.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,70,78,3,25,No,No,No,No,35,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,4,9,27,120,8,30,8,--,--,0,0,0,0,0,0,0
,Sachin Dhas,21.00,India,Batter,,Indian,Uncapped,NA,NA,RHB,65,82,0,0,,85,No,No,Yes,Yes,45,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,12,18,180,150,0,0,0,--,--,0,0,0,0,0,0,0
,Sam Konstas,20.00,Australia,Batter,,Overseas,Uncapped,NA,NA,RHB,70,81,0,0,,88,No,No,Yes,No,40,yes,no,TRUE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,13,21,273,152.51,0,0,0,--,--,0,0,0,0,0,0,0
,Saumy Pandey,21.00,India,Bowler (Spinner),,Indian,Uncapped,Spinner,Left Handed Bowler,RHB,0,0,68,80,,40,No,No,No,No,60,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,6,12,60,133.33,4,35,3,--,--,0,0,0,0,0,0,0
,Saurabh Dubey,28.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Left Handed Bowler,RHB,0,0,73,79,3,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,KKR (30.00 L),--,--,--,SRH (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,5,7,21,95.45,18,30,18,--,--,4,4,0,200,4,21.2,5
,Spencer Johnson,30.00,Australia,Bowler (Pace),,Overseas,Capped,Pacer,Left Handed Bowler,LHB,0,0,78,81,7,35,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,CSK  (1.50 Cr),KKR (2.80 Cr),GT (10.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,69,12,5,38,90.48,68,23.5,75,--,--,12,8,8,66.67,12,32.86,7
,Steve Smith,37.00,Australia,Batter,,Overseas,Capped,Spinner,Right Handed Bowler,RHB,76,76,60,60,9,75,No,No,Yes,No,85,No,no,TRUE,TRUE,FALSE,FALSE,FALSE,No,--,--,--,--,--,DC (2.20 Cr),RR (12.50 Cr),RR (12.50 Cr),RR (12.50 Cr),RPS (5.50 Cr),RPS (5.50 Cr),RR (4.00 Cr),RR (4.00 Cr),PWI (50.00 L),PWI (50.00 L),Kochi (10.00 L),--,--,--,289,265,32.5,6748,131.19,22,44,6,--,--,68,1462,29.84,130,12,48,3
,Steve Stolk,20.00,South Africa,Batter,,Overseas,Uncapped,NA,NA,RHB,68,82,0,0,,90,No,No,Yes,No,45,Yes,no,TRUE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,20,18,324,142.11,0,0,0,0,0,0,0,0,0,0,0,0
,Swastik Chikara,21.00,India,Batter,,Indian,Uncapped,NA,NA,RHB,71,82,0,0,,90,No,No,Yes,No,50,Yes,no,TRUE,FALSE,FALSE,FALSE,FALSE,,--,RCB (30.00 L),DC (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,4,9,27,123.08,4,35,3,--,--,0,0,0,0,0,0,0
,Taskin Ahmed,31.00,Bangladesh,Bowler (Pace),,Overseas,Capped,Pacer,Right Handed Bowler,LHB,0,0,79,79,7,35,No,No,No,No,60,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135,32,8,192,112.94,133,22.45,160,--,--,0,0,0,0,0,0,0
,Tazeem Ali,20.00,England,Bowler (Spinner),,Overseas,Uncapped,Spinner,Right Handed Bowler,RHB,0,0,67,83,,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,2,8,16,114.29,4,35,3,--,--,0,0,0,0,0,0,0
,Teddy Bishop,23.00,West Indies,Batter,,Overseas,Capped,NA,NA,RHB,67,80,0,0,,70,No,No,Yes,No,45,No,no,TRUE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,28,19,456,138.18,14,32,12,--,--,0,0,0,0,0,0,0
,Thomas Rew,18.00,England,Wicketkeeper-Batter,,Overseas,Uncapped,NA,NA,RHB,68,86,0,0,,85,Yes,No,Yes,No,40,No,no,TRUE,TRUE,TRUE,TRUE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,16,21,294,148.48,2,38,2,--,--,0,0,0,0,0,0,0
,Tom Prest,23.00,England,Batter,,Overseas,Uncapped,NA,NA,RHB,72,81,0,0,,65,No,No,Yes,No,60,No,no,TRUE,TRUE,TRUE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,32,24,696,145.9,6,35,5,--,--,0,0,0,0,0,0,0
,Tom Straker,21.00,Australia,Bowler (Pacer),,Overseas,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,65,81,,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,8,9,63,120,13,29,13,--,--,0,0,0,0,0,0,0
,Tristan Luus,21.00,South Africa,Bowler (Pacer),,Overseas,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,67,83,,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,22,14,252,131.25,18,33,16,--,--,0,0,0,0,0,0,0
,Uday Saharan,21.00,India,Batter,,Indian,Uncapped,NA,NA,RHB,66,80,0,0,,70,No,No,Yes,No,65,No,no,FALSE,TRUE,TRUE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,28,26,676,143.64,0,0,0,--,--,0,0,0,0,0,0,0
